step,reward,loss,rev_kl,grad_norm,off_pol,tps
76,0.4933,-3.3315,0.3939,26.5,0.0847,287
77,0.4883,-4.9731,0.6279,48.703,0.0891,408
78,0.5,-4.3849,0.4324,27.469,0.0486,558
79,0.5158,-5.2623,0.6041,29.719,0.0355,548
80,0.5005,-3.653,0.397,20.367,0.0492,506
81,0.5002,-3.6548,0.4325,20.422,0.1039,590
82,0.4895,-3.7975,0.4681,22.203,0.0279,303
83,0.4793,-3.3904,0.4554,18.164,0.035,258
84,0.4799,-3.1945,0.3826,17.969,0.0264,201
85,0.4523,-4.1393,0.4221,19.359,0.0772,302
86,0.458,-3.2341,0.4038,19.172,0.0227,300
87,0.4648,-3.8661,0.456,19.375,0.0697,244
88,0.5025,-3.6831,0.3802,17.781,0.0179,266
89,0.5027,-4.7497,0.5672,20.016,0.0501,522
90,0.5348,-4.5412,0.5432,21.219,0.0174,341
91,0.4836,-4.2851,0.4335,18.984,0.0275,295
92,0.4864,-4.3074,0.4554,18.953,0.0467,241
93,0.5016,-4.1684,0.5096,19.219,0.0046,504
94,0.4746,-4.0295,0.4973,18.445,0.0115,231
95,0.4953,-4.4357,0.4937,21.203,0.0262,349
96,0.4873,-4.4252,0.4973,22.422,0.0175,287
97,0.5001,-4.7108,0.5909,21.625,0.0346,318
98,0.5302,-5.697,0.6005,21.953,0.0508,398
99,0.4895,-5.7266,0.6187,20.516,0.1365,265
100,0.5225,-5.6085,0.701,27.016,0.0178,334
101,0.497,-3.6141,0.415,17.953,0.0215,545
102,0.5302,-3.6352,0.3844,18.586,0.0218,501
103,0.4845,-3.8682,0.4078,16.828,0.012,316
104,0.4813,-4.132,0.4548,21.625,0.0305,219
105,0.4828,-6.4926,0.7976,33.0,0.0226,301
106,0.4867,-6.1107,0.7041,30.0,0.0351,262
107,0.4723,-4.5716,0.5274,23.117,0.0297,219
108,0.5007,-4.315,0.4513,19.328,0.0218,359
109,0.5066,-3.3638,0.3934,18.344,0.0089,535
110,0.5066,-4.6521,0.5328,20.266,0.0093,545
111,0.507,-3.4269,0.401,17.469,0.0134,504
112,0.5068,-3.0808,0.3544,18.055,0.0097,345
113,0.4844,-4.0003,0.3982,20.156,0.0367,334
114,0.498,-3.9101,0.3878,19.281,0.0683,266
115,0.5,-5.5632,0.6353,24.516,0.0194,389
116,0.5038,-3.2454,0.4084,17.422,0.0557,493
117,0.4556,-3.6143,0.4195,16.477,0.0073,262
118,0.4405,-5.8592,0.6416,23.188,0.0287,324
119,0.4918,-4.7836,0.5478,22.969,0.0177,292
120,0.498,-5.5624,0.6179,27.203,0.083,574
121,0.4487,-5.8949,0.669,29.922,0.0211,351
122,0.4804,-3.2343,0.3168,15.477,0.0283,266
123,0.5213,-3.2893,0.3433,18.102,0.0121,420
124,0.4818,-5.2509,0.537,20.828,0.0092,239
125,0.5316,-3.8113,0.4514,18.133,0.0056,364
126,0.5022,-4.6164,0.489,19.305,0.0405,285
127,0.5025,-3.3786,0.3902,20.109,2.0434,261
128,0.5122,-5.1215,0.5969,25.266,0.2802,364
129,0.483,-5.1998,0.5318,23.32,0.0198,209
130,0.4882,-5.1,0.5342,21.438,0.03,246
131,0.5052,-3.6019,0.356,14.773,0.0213,536
132,0.4971,-3.5473,0.413,18.328,0.0326,352
133,0.5031,-3.6663,0.4756,19.531,0.0087,501
134,0.4884,-5.3186,0.599,23.125,0.0038,267
135,0.482,-4.5384,0.4623,19.75,0.0311,528
136,0.491,-3.5024,0.3471,19.906,0.0214,249
137,0.5171,-4.5225,0.486,20.984,0.0108,354
138,0.4972,-5.6488,0.5923,22.672,0.1247,360
139,0.5287,-2.6371,0.2949,13.461,0.0099,395
140,0.5037,-4.3955,0.5288,22.281,0.0274,510
141,0.471,-2.6991,0.2498,15.227,0.0163,223
142,0.5112,-3.1956,0.3124,18.242,0.0356,281
143,0.4814,-3.1611,0.3904,17.75,0.0156,270
144,0.5254,-3.9341,0.4426,21.047,0.0082,337
145,0.5125,-3.5399,0.3517,17.969,0.0236,359
146,0.5021,-2.6869,0.2722,15.953,0.3091,504
147,0.4745,-6.0773,0.6294,22.609,0.0095,260
148,0.482,-3.7931,0.3946,18.703,0.0043,205
149,0.4891,-2.845,0.3281,17.758,0.0089,303
150,0.5013,-2.9191,0.3006,15.023,0.0573,341
151,0.4989,-6.618,0.6764,23.547,0.0242,278
152,0.5039,-2.9858,0.3375,18.219,0.0631,434
153,0.5592,-3.3542,0.3529,17.406,0.0097,289
154,0.517,-2.7884,0.2933,12.938,0.0158,298
155,0.475,-3.9772,0.4123,17.008,0.0043,285
156,0.4747,-5.96,0.6468,24.453,0.0051,354
157,0.488,-2.7273,0.3298,17.328,0.0086,410
158,0.482,-3.4837,0.364,17.328,0.0063,271
159,0.5397,-2.9023,0.3221,16.852,0.0228,549
160,0.5253,-2.3456,0.2264,14.758,0.0339,470
161,0.5097,-3.5178,0.3236,18.289,0.0076,512
162,0.5135,-2.4183,0.2569,17.953,0.0168,338
163,0.489,-4.4487,0.4482,19.891,0.0082,341
164,0.5246,-4.5895,0.5011,19.375,0.007,338
165,0.581,-1.8578,0.191,14.102,0.0132,378
166,0.5052,-3.103,0.3132,18.125,0.056,524
167,0.5094,-5.2121,0.5022,22.719,0.0091,282
168,0.5145,-5.9459,0.6329,21.609,0.0701,368
169,0.5042,-5.3567,0.6374,24.016,0.0121,348
170,0.5084,-4.0627,0.4271,19.75,0.0059,275
171,0.5038,-2.5851,0.2111,16.078,0.0309,239
172,0.5022,-5.0969,0.5003,21.953,0.0473,235
173,0.508,-2.7559,0.3357,17.242,0.0085,432
174,0.5005,-3.5555,0.4139,22.602,0.044,278
175,0.4983,-3.9844,0.3902,17.742,0.0135,397
176,0.4899,-3.5467,0.3583,18.32,0.0134,418
177,0.4781,-4.5517,0.5011,23.312,0.0589,265
178,0.5038,-4.1993,0.4284,18.227,0.0045,533
179,0.503,-5.1649,0.5299,21.891,0.0275,437
180,0.5018,-3.547,0.3947,18.969,0.0179,344
181,0.5057,-5.5114,0.6312,24.375,0.0043,518
182,0.4592,-7.1292,0.748,31.344,0.0049,311
183,0.5273,-2.3379,0.2398,14.422,0.0188,304
184,0.5047,-2.9221,0.322,18.039,0.006,515
185,0.4799,-3.5366,0.3719,17.719,0.0306,231
186,0.4641,-5.9934,0.5707,21.656,0.0355,294
187,0.4773,-3.7642,0.3799,16.539,0.0101,385
188,0.4908,-2.7528,0.2952,14.496,0.0071,222
189,0.5103,-4.5559,0.4994,18.938,0.0117,525
190,0.5141,-4.7539,0.5044,23.484,0.0298,345
191,0.473,-4.0858,0.4164,18.047,0.0061,233
192,0.4992,-2.2019,0.2012,14.789,0.0146,289
193,0.512,-5.1483,0.5382,22.859,0.0055,330
194,0.492,-3.9788,0.4275,18.234,0.0372,211
195,0.4811,-3.454,0.3775,19.719,0.255,335
196,0.5103,-4.5063,0.5046,21.703,0.013,339
197,0.5181,-3.5519,0.3645,17.82,0.0317,249
198,0.5236,-2.4924,0.2267,14.422,0.0144,502
199,0.528,-2.2576,0.2379,14.227,0.0133,361
200,0.5062,-2.2156,0.2625,16.086,0.3717,293
201,0.4741,-3.5391,0.3675,17.422,0.0064,256
202,0.4845,-3.2865,0.3315,17.164,0.012,252
203,0.5255,-4.2435,0.4364,19.078,0.0103,301
204,0.5002,-2.9743,0.3181,16.812,0.0242,383
205,0.5138,-3.5367,0.3672,18.0,0.0045,483
206,0.5221,-2.9065,0.2785,15.312,0.0201,334
207,0.5118,-5.3728,0.5703,19.32,0.006,328
208,0.4809,-4.1359,0.4717,17.969,0.0047,286
209,0.507,-3.2007,0.3777,20.5,0.0057,318
210,0.4761,-5.2748,0.5333,32.062,0.0039,295
211,0.4959,-4.4073,0.4167,21.328,0.0086,394
212,0.4998,-3.9812,0.3691,18.766,0.0064,480
213,0.5182,-4.1932,0.4327,19.117,0.0672,275
214,0.5029,-3.4253,0.3752,18.188,0.0081,480
215,0.4787,-3.2451,0.4018,22.375,0.0079,284
216,0.468,-3.1596,0.3071,16.633,0.021,244
217,0.475,-4.254,0.4243,18.188,0.0072,224
218,0.4984,-4.2472,0.4451,19.594,0.0046,286
219,0.5295,-4.9124,0.5442,23.062,0.0146,503
220,0.5067,-3.9145,0.422,19.336,0.0037,346
221,0.4491,-3.3821,0.3362,17.773,0.0207,353
222,0.497,-2.5863,0.2518,16.672,0.0217,221
223,0.5099,-2.96,0.291,15.848,0.0031,265
224,0.4675,-4.5699,0.4595,18.648,0.0058,251
225,0.504,-7.4795,0.773,26.234,0.0135,261
226,0.4973,-2.8756,0.3091,18.75,0.009,309
227,0.5216,-3.0285,0.3494,19.266,0.0596,295
228,0.4714,-3.5751,0.3847,18.648,0.0217,226
229,0.4953,-4.224,0.4219,19.578,0.0193,307
230,0.5084,-5.2215,0.5398,21.719,0.0051,294
231,0.498,-5.7412,0.5966,22.938,0.0078,355
232,0.5084,-3.8341,0.3873,19.516,0.0273,302
233,0.4996,-5.1455,0.5222,22.281,0.0084,502
234,0.5062,-4.1365,0.4326,22.359,0.0038,216
235,0.4723,-7.0388,0.728,26.156,0.0769,186
236,0.4796,-3.2145,0.3316,17.805,0.0071,249
237,0.5197,-3.2034,0.3161,18.953,0.348,384
238,0.5045,-5.0748,0.5472,20.047,0.0088,345
239,0.4898,-3.8893,0.3788,20.375,0.0084,246
240,0.4649,-5.3328,0.5473,26.594,0.0071,296
241,0.4949,-2.8004,0.3036,15.531,0.0373,262
242,0.5176,-4.3824,0.4665,20.469,0.0235,331
243,0.506,-4.7524,0.4968,21.359,0.0226,347
244,0.5149,-5.3044,0.5595,23.203,0.0423,560
245,0.4745,-4.9068,0.4737,19.453,0.002,267
246,0.4809,-4.8469,0.4744,18.844,0.0037,235
247,0.4938,-4.79,0.4927,20.047,0.0187,279
248,0.5085,-4.3165,0.427,18.805,0.0062,277
249,0.5177,-3.7891,0.4052,15.828,0.0045,518
250,0.4738,-4.4145,0.4912,19.898,0.0065,268
251,0.5072,-6.2222,0.6254,26.328,0.0093,315
252,0.5002,-3.8172,0.3748,17.812,0.0024,292
253,0.4936,-4.4821,0.4347,19.32,0.0081,285
254,0.4932,-4.5841,0.4804,19.609,0.0142,213
255,0.4878,-5.6084,0.5708,22.75,0.0031,209
256,0.5374,-3.3918,0.3569,16.438,0.0166,239
257,0.5269,-4.1969,0.4024,19.234,0.0612,355
258,0.5177,-4.6432,0.4537,21.875,0.0336,326
259,0.5555,-3.5246,0.356,18.094,0.0243,546
260,0.5008,-5.4544,0.5588,20.703,0.0063,460
261,0.5042,-3.8204,0.381,16.359,0.016,253
262,0.4773,-3.9527,0.4229,22.414,0.0031,208
263,0.5039,-3.8582,0.428,20.711,0.0046,291
264,0.4914,-5.1113,0.5115,22.656,0.0063,214
265,0.5431,-2.1018,0.1769,11.98,0.005,247
266,0.4791,-3.6417,0.3975,15.812,0.0085,317
267,0.5239,-3.094,0.3157,16.805,0.0219,522
268,0.5125,-2.7903,0.2799,15.727,0.0042,318
269,0.494,-3.8937,0.3891,17.109,0.0073,327
270,0.5078,-3.2591,0.3207,15.512,0.0366,498
271,0.4875,-3.6212,0.4044,18.445,0.0191,238
272,0.4982,-4.381,0.4774,18.43,0.0168,310
273,0.4891,-4.0292,0.424,17.969,0.0395,314
274,0.4887,-3.527,0.3943,18.234,0.0168,296
275,0.4913,-3.9703,0.3996,18.844,0.0073,293
276,0.5217,-5.4236,0.5355,21.555,0.0164,481
277,0.5266,-4.373,0.4311,17.781,0.0132,216
278,0.5272,-2.6994,0.3296,21.016,0.0066,508
279,0.4837,-6.2547,0.6633,24.938,0.0028,267
280,0.5073,-4.1157,0.4238,19.461,0.0101,535
281,0.5057,-3.777,0.3922,18.109,0.0095,328
282,0.4859,-3.9314,0.4074,18.031,0.0047,245
283,0.4898,-3.3377,0.2987,18.68,0.0101,328
284,0.4927,-4.8605,0.4773,20.047,0.0045,463
285,0.5362,-4.0866,0.4019,17.703,0.0129,371
286,0.4972,-2.3595,0.2888,15.844,0.0057,359
287,0.4955,-6.6503,0.7186,25.047,0.0072,315
288,0.5059,-4.1301,0.3914,19.953,0.0196,338
289,0.4784,-2.9454,0.2897,14.586,0.0268,271
290,0.502,-4.8535,0.5451,23.047,0.0142,396
291,0.4831,-4.0835,0.4125,18.656,0.0046,318
292,0.4972,-5.5856,0.5273,20.109,0.0065,216
293,0.493,-3.86,0.3606,18.602,0.0184,280
294,0.4976,-3.7559,0.3754,16.484,0.02,310
295,0.4805,-4.6688,0.4951,20.188,0.008,261
296,0.5371,-3.9477,0.4313,18.672,0.0066,411
297,0.4766,-5.8644,0.641,25.469,0.0054,246
298,0.4998,-2.803,0.2752,14.602,0.0117,273
299,0.4859,-3.9577,0.3954,18.75,0.0067,325
300,0.5024,-4.4519,0.4634,20.211,0.002,327
301,0.4955,-5.1421,0.52,20.797,0.0038,225
302,0.5109,-5.5931,0.5767,23.328,0.0042,495
303,0.5147,-3.4699,0.3726,17.328,0.0036,357
304,0.497,-2.8176,0.2776,14.531,0.0033,336
305,0.5112,-4.8843,0.4748,19.75,0.0028,477
306,0.4866,-4.2903,0.4113,19.117,0.0048,269
307,0.5306,-5.123,0.5254,19.328,0.0189,241
308,0.4743,-4.2002,0.4478,20.562,0.0321,276
309,0.4994,-5.4101,0.5854,24.992,0.0044,356
310,0.468,-5.7404,0.5896,24.367,0.0067,265
311,0.4952,-3.4209,0.3331,16.297,0.005,343
312,0.4758,-3.7778,0.3683,16.695,0.0045,351
313,0.5137,-3.6028,0.3658,20.172,0.0039,348
314,0.5032,-3.499,0.3271,18.648,0.004,302
315,0.5835,-2.8537,0.3009,15.43,0.034,369
316,0.494,-4.9414,0.4796,19.766,0.018,328
317,0.4616,-4.176,0.4036,19.062,0.0032,259
318,0.4646,-5.1784,0.5395,22.828,0.0023,213
319,0.4927,-2.9496,0.295,14.922,0.0037,203
320,0.4654,-2.9263,0.2936,15.102,0.0117,249
321,0.4606,-6.1044,0.609,24.828,0.0071,246
322,0.4608,-3.2796,0.3473,19.031,0.0065,227
323,0.5047,-3.1577,0.3432,17.695,0.0169,290
324,0.4829,-3.3669,0.3619,17.234,0.0107,228
325,0.4748,-5.0774,0.4993,21.469,0.0206,270
326,0.4819,-3.7974,0.4177,18.477,0.0355,245
327,0.5193,-4.9686,0.5266,22.211,0.0026,251
328,0.4931,-1.8661,0.1822,11.301,0.001,340
329,0.4934,-5.5702,0.5646,21.523,0.0022,278
330,0.5086,-2.4123,0.2377,12.25,0.0075,364
331,0.5227,-5.1038,0.5052,22.703,0.0257,476
332,0.4917,-4.2507,0.429,18.039,0.0078,355
333,0.4609,-3.9027,0.4139,19.148,0.0163,273
334,0.4732,-5.4713,0.5635,22.219,0.0458,285
335,0.461,-5.4658,0.5554,19.766,0.0017,307
336,0.4832,-3.1421,0.3376,14.992,0.0052,279
337,0.5269,-4.2021,0.4209,19.484,0.0055,350
338,0.5616,-3.13,0.3148,15.266,0.0038,374
339,0.4922,-4.9371,0.4957,22.266,0.0075,259
340,0.5362,-6.2693,0.6278,25.344,0.0135,335
341,0.521,-4.1279,0.4012,20.297,0.0097,336
342,0.501,-4.3402,0.4504,20.047,0.0112,367
343,0.5068,-2.5299,0.2393,15.008,0.0087,310
344,0.4824,-3.7707,0.3808,19.633,0.0124,302
345,0.4555,-6.0824,0.6239,24.656,0.0121,227
346,0.4923,-3.846,0.4125,17.062,0.0076,281
347,0.4891,-2.8165,0.2884,14.984,0.0061,243
348,0.5005,-3.031,0.3329,16.32,0.006,268
349,0.5542,-3.6733,0.3738,17.742,0.0075,488
350,0.4965,-4.6658,0.4672,19.141,0.0056,477
351,0.502,-3.8815,0.4003,18.07,0.0101,352
352,0.5152,-3.8721,0.4029,17.914,0.0018,272
353,0.5593,-5.5918,0.6017,27.891,0.0309,186
354,0.4675,-5.092,0.4874,24.469,0.0015,302
355,0.5109,-5.2278,0.5083,19.93,0.0124,398
356,0.506,-5.0416,0.5389,22.805,0.0026,219
357,0.5063,-3.8909,0.4153,20.156,0.0121,462
358,0.4777,-3.8768,0.3713,17.898,0.0031,240
359,0.4897,-4.3901,0.4358,19.859,0.0111,223
360,0.4553,-4.0396,0.4014,18.945,0.0134,308
361,0.4785,-4.5065,0.4874,20.859,0.0012,274
362,0.4913,-3.4595,0.3795,16.391,0.0051,393
363,0.5088,-4.3007,0.4232,18.391,0.0034,327
364,0.5608,-6.7265,0.6661,27.133,0.0042,275
365,0.4955,-3.8763,0.3704,19.281,0.0136,205
366,0.4883,-3.725,0.3813,17.039,0.0064,291
367,0.5108,-4.4657,0.4641,19.328,0.0505,298
368,0.4699,-3.6908,0.3843,17.82,0.0027,261
369,0.5063,-5.1529,0.5149,20.625,0.0024,438
370,0.4875,-3.4158,0.3014,16.211,0.0041,277
371,0.5016,-4.1837,0.4317,17.219,0.0682,344
372,0.5422,-3.7596,0.3782,17.773,0.043,326
373,0.4911,-3.8544,0.3854,16.875,0.0103,323
374,0.4761,-5.7219,0.5913,23.359,0.0273,261
375,0.502,-3.7716,0.4124,18.359,0.0056,510
376,0.5063,-2.4622,0.2432,13.93,0.0045,264
377,0.5126,-4.1138,0.4281,16.625,0.0448,295
378,0.4855,-4.8941,0.4898,21.344,0.0078,279
379,0.4855,-4.8995,0.5019,18.391,0.0059,266
380,0.5023,-3.8798,0.3958,16.977,0.031,354
381,0.5248,-5.2312,0.5122,20.359,0.0037,278
382,0.5078,-4.4306,0.4621,21.844,0.0217,377
383,0.4952,-4.8767,0.4876,20.531,0.0056,281
384,0.5041,-4.5894,0.4551,19.914,0.015,367
385,0.5344,-3.3645,0.3556,17.312,0.0064,325
386,0.4946,-2.2168,0.2605,18.258,0.0073,294
387,0.4756,-4.406,0.4364,24.82,0.0075,268
388,0.4952,-3.2388,0.3291,16.492,0.0031,291
389,0.5003,-3.2768,0.2699,17.633,0.0037,378
390,0.5052,-4.0398,0.4187,15.961,0.0029,314
391,0.5063,-2.6612,0.2757,15.945,0.0025,308
392,0.5338,-3.997,0.4151,20.273,0.0292,385
393,0.5373,-5.6284,0.5684,18.922,0.0609,258
394,0.4816,-4.3791,0.4801,18.141,0.0069,288
395,0.4886,-3.6002,0.3475,18.5,0.0047,301
396,0.5342,-5.0391,0.4817,20.125,0.0137,480
397,0.473,-3.5997,0.3672,16.453,0.0021,310
398,0.502,-2.8906,0.2962,15.367,0.0072,330
399,0.4937,-5.9001,0.5861,23.422,0.052,330
400,0.4759,-6.0732,0.6118,26.812,0.0036,299
401,0.4807,-4.9171,0.4961,20.062,0.0124,326
402,0.4904,-2.6548,0.2663,13.75,0.0144,325
403,0.5228,-3.1728,0.3318,16.758,0.0022,353
404,0.4945,-5.2129,0.5167,20.289,0.0327,353
405,0.4959,-3.7225,0.3787,17.852,0.0034,275
406,0.5084,-3.8934,0.3997,16.812,0.1329,334
407,0.4948,-3.7736,0.3876,18.195,0.0092,307
408,0.4845,-3.1626,0.3353,16.242,0.0427,424
409,0.503,-4.3138,0.4298,20.766,0.0699,321
410,0.5009,-5.5667,0.5465,23.57,0.0516,302
411,0.5075,-4.1806,0.4162,19.82,0.018,495
412,0.4899,-2.9221,0.2934,14.375,0.0069,311
413,0.5598,-2.4903,0.2631,14.938,0.0324,186
414,0.5021,-3.3504,0.3573,20.656,0.0063,289
415,0.4516,-4.5308,0.4396,19.047,0.0049,277
416,0.5033,-4.0076,0.3745,18.609,0.6708,279
417,0.5005,-3.0149,0.279,15.18,0.0035,296
418,0.5493,-3.6515,0.4005,21.766,0.0035,447
419,0.5104,-4.9606,0.4942,20.781,0.004,298
420,0.5817,-4.1019,0.4182,19.914,0.0097,301
421,0.4785,-3.7794,0.403,17.055,0.0185,322
422,0.4976,-5.3263,0.5316,21.625,0.0016,439
423,0.4895,-4.4817,0.4548,18.734,0.0011,281
424,0.4874,-3.5338,0.3487,19.336,0.0078,318
425,0.4968,-5.1462,0.4948,19.719,0.0033,366
426,0.5152,-2.7281,0.2715,15.945,0.0018,270
427,0.4877,-3.5606,0.3451,15.469,0.0036,251
428,0.5091,-3.8252,0.3698,18.258,0.0293,240
429,0.4851,-4.512,0.4686,18.297,0.0023,316
430,0.5042,-4.9937,0.5156,24.484,0.0156,515
431,0.5003,-4.6591,0.4686,19.734,0.0284,477
432,0.5755,-4.3867,0.4407,20.211,0.014,317
433,0.4893,-5.0735,0.5352,19.719,0.0042,313
434,0.4792,-4.4458,0.4469,20.203,0.0011,241
435,0.501,-5.6453,0.5926,20.922,0.0052,286
436,0.4813,-2.3152,0.2291,14.461,0.0129,184
437,0.4991,-5.6996,0.5718,21.406,0.0047,359
438,0.4598,-5.0949,0.473,18.977,0.0035,315
439,0.4805,-4.4835,0.4234,19.602,0.0012,216
440,0.4968,-5.2429,0.5047,19.586,0.0615,237
441,0.4776,-6.955,0.6935,26.578,0.0144,253
442,0.5113,-4.7552,0.4864,21.047,0.0022,297
443,0.497,-4.4674,0.4711,23.0,0.0854,244
444,0.4922,-4.1351,0.4194,19.609,0.0296,296
445,0.502,-4.6333,0.4534,19.359,0.0395,276
446,0.4766,-4.9819,0.5308,22.031,0.002,276
447,0.4911,-4.4479,0.4478,21.328,0.011,293
448,0.5784,-3.1979,0.3018,17.344,0.0066,249
449,0.503,-3.9477,0.3797,17.633,0.0119,338
450,0.4965,-4.4222,0.457,17.43,0.006,251
451,0.4749,-3.7821,0.395,17.82,0.0024,433
452,0.493,-3.1436,0.3069,15.289,0.0155,271
453,0.487,-3.8748,0.3748,16.641,0.0022,326
454,0.5218,-4.964,0.4942,20.344,0.0174,442
455,0.4598,-3.7339,0.3791,18.812,0.0027,449
456,0.5816,-4.629,0.4877,20.156,0.002,499
457,0.5015,-3.9934,0.4006,17.266,0.0047,380
458,0.5431,-2.9182,0.2984,14.25,0.0043,387
459,0.498,-5.2429,0.522,22.984,0.004,365
460,0.5299,-3.4011,0.3418,16.312,0.007,385
461,0.5089,-2.722,0.2614,14.375,0.002,313
462,0.54,-3.4779,0.3451,16.469,0.0411,379
463,0.5234,-4.0223,0.4192,19.062,0.0081,293
464,0.4767,-4.0556,0.4054,19.297,0.005,214
465,0.5084,-4.6396,0.4747,23.5,0.0219,465
466,0.5029,-3.2691,0.3271,17.125,0.0104,349
467,0.562,-4.2329,0.4217,17.82,0.0062,313
468,0.4639,-6.735,0.6725,22.844,0.0022,363
469,0.4961,-5.1481,0.5169,20.188,0.0094,398
470,0.5205,-3.7739,0.3943,16.516,0.0066,344
471,0.4955,-6.7529,0.6583,24.422,0.0025,445
472,0.4895,-5.6397,0.5529,22.453,0.0874,254
473,0.506,-5.2755,0.53,22.359,0.0026,483
474,0.4909,-3.4345,0.3449,17.359,0.0063,332
475,0.4968,-3.7057,0.3843,16.078,0.0114,318
476,0.512,-4.9905,0.5193,20.312,0.0099,306
477,0.5059,-4.0785,0.4153,18.195,0.0048,276
478,0.5087,-4.6977,0.4725,22.141,0.0038,507
479,0.5223,-4.918,0.4792,18.797,0.0036,503
480,0.4729,-5.4538,0.5287,22.062,0.0062,318
481,0.4827,-6.6387,0.6773,24.625,0.0027,274
482,0.4923,-3.3414,0.3243,18.203,0.0117,367
483,0.5098,-3.3518,0.3414,16.117,0.0043,294
484,0.518,-3.7325,0.3635,15.391,0.0053,407
485,0.5449,-3.7958,0.3632,19.781,0.0628,284
486,0.4886,-4.0041,0.4131,17.0,0.0032,308
487,0.5066,-3.525,0.3567,15.258,0.0054,395
488,0.5026,-3.6486,0.3625,17.594,0.0049,336
489,0.5156,-3.8218,0.3673,15.75,0.0072,317
