step,reward,loss,rev_kl,grad_norm,off_pol,tps
255,0.5019,-1.973,0.2924,10.117,0.0069,261
256,0.4736,-1.5658,0.2277,7.84,0.001,237
257,0.5029,-0.9995,0.1396,6.734,0.0052,263
258,0.4515,-1.3221,0.1836,7.875,0.001,245
259,0.4796,-1.9123,0.2717,21.547,0.0112,214
260,0.4895,-1.8753,0.2768,8.164,0.0011,306
261,0.49,-1.5034,0.2261,7.992,0.0013,232
262,0.4658,-2.3604,0.3575,11.805,0.0007,341
263,0.4799,-1.1601,0.1806,7.328,0.0015,334
264,0.4516,-1.0252,0.1564,6.223,0.0017,333
265,0.4916,-2.2098,0.3116,10.176,0.0009,264
266,0.4998,-1.8088,0.2609,7.848,0.0005,246
267,0.4959,-1.4519,0.2053,7.578,0.0019,235
268,0.4757,-1.1479,0.1672,7.547,0.0009,407
269,0.4937,-1.6438,0.2461,9.0,0.0012,258
270,0.4898,-1.5454,0.2265,8.223,0.0016,251
271,0.4736,-1.7971,0.2495,8.766,0.0008,325
272,0.483,-1.2993,0.1987,8.027,0.0023,357
273,0.4898,-1.2034,0.1764,7.52,0.0079,235
274,0.498,-1.6641,0.2534,8.414,0.0015,287
275,0.4967,-1.6112,0.2323,8.832,0.001,349
276,0.504,-1.8734,0.2703,8.285,0.0012,386
277,0.4937,-2.0957,0.3115,9.641,0.0022,246
278,0.4677,-1.5141,0.2142,7.777,0.0013,308
279,0.4723,-0.6098,0.1034,5.527,0.0027,302
280,0.4959,-2.7468,0.3863,13.148,0.002,198
281,0.4877,-2.0532,0.2859,9.223,0.0013,221
282,0.4754,-1.4029,0.2073,7.418,0.002,314
283,0.484,-1.3106,0.1877,8.363,0.0022,198
284,0.4788,-1.0895,0.155,6.156,0.0008,436
285,0.4595,-1.7919,0.2603,8.742,0.0008,263
286,0.4877,-2.1264,0.3055,11.156,0.0004,248
287,0.504,-2.3741,0.3386,11.703,0.0026,360
288,0.5014,-1.4166,0.2112,7.93,0.0005,476
289,0.4832,-1.7386,0.251,8.688,0.0014,350
290,0.4998,-1.8578,0.2787,9.539,0.001,228
291,0.4778,-1.9577,0.2813,9.402,0.0041,406
292,0.4393,-0.7203,0.113,6.047,0.0105,355
293,0.49,-2.1442,0.3061,10.984,0.0019,251
294,0.4739,-2.0017,0.2792,8.785,0.0004,432
295,0.5053,-0.8466,0.1236,6.441,0.0044,259
296,0.4751,-1.2397,0.1762,8.84,0.001,301
297,0.4775,-1.5415,0.2229,8.418,0.0007,347
298,0.5092,-1.2892,0.1865,6.988,0.0017,262
299,0.5266,-1.6167,0.233,8.113,0.0011,327
300,0.492,-1.3005,0.1932,6.781,0.0005,255
301,0.4972,-1.7962,0.253,8.109,0.0006,211
302,0.5027,-1.9461,0.284,9.121,0.0016,181
303,0.4734,-1.7339,0.2522,7.98,0.0008,255
304,0.4809,-1.5322,0.2198,14.742,0.0064,306
305,0.4838,-1.5575,0.2276,8.531,0.0035,557
306,0.4959,-2.248,0.3369,9.91,0.0006,227
307,0.4998,-1.7592,0.2662,8.59,0.0004,308
308,0.4955,-1.7023,0.2532,9.156,0.0009,227
309,0.498,-1.6413,0.2399,9.113,0.0072,378
310,0.4757,-0.6891,0.0972,5.93,0.003,258
311,0.498,-2.5479,0.3739,12.375,0.0065,245
312,0.4598,-1.5562,0.2311,7.988,0.0023,316
313,0.5058,-1.7949,0.2747,8.668,0.0018,275
314,0.4856,-1.1468,0.1643,7.855,0.0939,297
315,0.5092,-1.6315,0.2396,7.609,0.0013,243
316,0.5173,-2.3047,0.3361,10.977,0.0031,264
317,0.5071,-1.6523,0.2447,9.953,0.0061,249
318,0.5309,-1.3111,0.1913,8.426,0.021,261
319,0.4879,-1.5581,0.2034,9.266,0.0021,213
320,0.4859,-1.6786,0.2466,8.891,0.0009,272
321,0.4891,-2.1308,0.3084,10.148,0.0028,265
322,0.5079,-1.9579,0.2841,12.137,0.0009,318
323,0.4759,-1.2183,0.1746,12.312,0.0061,201
324,0.4775,-1.3339,0.1947,7.305,0.0017,329
325,0.472,-2.0129,0.299,8.863,0.0005,419
326,0.4778,-2.2716,0.329,10.609,0.0006,289
327,0.4737,-1.3389,0.1964,8.109,0.0009,211
328,0.4838,-1.6828,0.2401,8.406,0.0018,236
329,0.5173,-1.4644,0.2071,7.434,0.0023,258
330,0.5014,-1.5817,0.2304,7.781,0.0018,350
331,0.492,-1.1766,0.1785,6.559,0.001,314
332,0.5058,-2.4223,0.357,11.426,0.0009,261
333,0.4936,-1.5362,0.2194,7.293,0.0018,257
334,0.484,-1.4439,0.2071,7.527,0.0009,337
335,0.4534,-1.2954,0.1894,6.363,0.0006,309
336,0.49,-2.0232,0.2891,9.867,0.0005,297
337,0.4679,-1.5523,0.2248,7.789,0.0005,435
338,0.4687,-1.222,0.1807,7.348,0.0007,361
339,0.4754,-1.6982,0.2447,8.09,0.0019,300
340,0.4858,-2.2583,0.3316,9.52,0.0005,201
341,0.4977,-1.866,0.2842,10.027,0.0004,311
342,0.4809,-0.9239,0.1324,7.418,0.0031,329
343,0.4718,-1.3639,0.1909,8.078,0.0017,256
344,0.51,-2.481,0.3547,10.883,0.001,567
345,0.51,-2.5398,0.3612,10.828,0.0002,587
346,0.5134,-2.005,0.2858,10.543,0.001,239
347,0.4613,-1.2383,0.1792,10.07,0.0008,213
348,0.4682,-1.6892,0.237,8.289,0.0013,363
349,0.4959,-2.0877,0.2972,10.305,0.0009,207
350,0.4838,-1.5382,0.2182,7.918,0.0011,223
351,0.472,-1.0026,0.1456,6.535,0.0023,295
352,0.5083,-0.9633,0.1392,7.34,0.008,260
353,0.4638,-1.9035,0.2778,8.961,0.0007,324
354,0.4476,-1.7672,0.264,9.211,0.0005,322
355,0.4679,-1.143,0.1775,7.473,0.0021,218
