step,reward,loss,rev_kl,grad_norm,off_pol,tps
256,0.543,-4.3494,0.4769,15.914,0.0186,357
257,0.4856,-5.157,0.5448,18.016,0.0169,269
258,0.4854,-5.4015,0.5527,19.367,0.0173,323
259,0.4866,-3.6765,0.3588,14.398,0.0625,277
260,0.4909,-3.9467,0.4401,15.805,0.0066,309
261,0.5245,-4.1191,0.4482,15.688,0.0399,326
262,0.4813,-4.847,0.4799,18.07,0.0114,291
263,0.4795,-5.2909,0.5687,17.008,0.0064,485
264,0.4798,-4.3737,0.4638,13.953,0.0021,327
265,0.5001,-3.7675,0.3968,13.797,0.0059,287
266,0.4843,-5.1996,0.5422,23.117,0.0045,300
267,0.4728,-3.5711,0.3738,14.633,0.0127,338
268,0.4912,-4.3115,0.4653,15.789,0.0064,356
269,0.4958,-4.7785,0.5161,16.484,0.033,308
270,0.4773,-4.0133,0.4178,14.688,0.0413,265
271,0.469,-4.577,0.4964,17.594,0.0048,250
272,0.4926,-4.3217,0.4497,15.039,0.0056,357
273,0.478,-3.4107,0.3366,12.875,0.0106,305
274,0.4951,-4.0895,0.4186,14.664,0.0079,250
275,0.4862,-5.2804,0.5521,17.641,0.0142,312
276,0.4979,-5.4853,0.5728,18.375,0.0094,366
277,0.5211,-5.1261,0.557,18.922,0.0107,386
278,0.492,-3.8223,0.4296,15.789,0.0354,275
279,0.4929,-4.4871,0.4858,16.539,0.0056,278
280,0.4803,-4.8585,0.5286,18.906,0.007,329
281,0.4742,-5.2506,0.5577,21.547,0.0384,300
282,0.4813,-4.4759,0.4682,14.398,0.0122,307
283,0.492,-3.8797,0.3715,13.953,0.0059,341
284,0.4961,-4.3791,0.4462,16.453,0.0165,367
285,0.4768,-5.6672,0.5995,22.219,0.0183,291
286,0.4977,-3.9636,0.4489,16.602,0.0195,301
287,0.509,-5.8415,0.6018,18.891,0.0059,374
288,0.5077,-4.2785,0.4508,15.102,0.0083,352
289,0.4864,-4.1127,0.4227,15.914,0.0085,336
290,0.467,-5.0857,0.5427,17.242,0.0155,288
291,0.4706,-4.1095,0.4396,15.102,0.0103,369
292,0.4825,-5.3001,0.543,17.508,0.0149,221
293,0.4845,-4.3229,0.4366,16.117,0.0095,248
294,0.4734,-4.5989,0.4613,16.062,0.0065,277
295,0.4773,-5.4095,0.5642,15.445,0.0221,356
296,0.4926,-4.0175,0.4177,13.32,0.0103,297
297,0.4894,-4.3807,0.4679,13.688,0.0045,290
298,0.4789,-3.7125,0.3897,14.383,0.0259,330
299,0.4941,-5.018,0.5371,15.625,0.0046,439
300,0.4941,-4.7289,0.4698,15.539,0.0066,309
301,0.4666,-4.3994,0.4589,16.359,0.0235,245
302,0.497,-5.2596,0.5658,18.797,0.0071,285
303,0.4731,-4.8216,0.5066,16.82,0.009,297
304,0.4822,-5.0652,0.5381,14.875,0.0153,286
305,0.5019,-5.1891,0.5268,16.336,0.0896,242
306,0.4685,-4.2584,0.4437,16.164,0.002,327
307,0.4891,-5.1015,0.5196,17.367,0.0064,372
308,0.4965,-4.6289,0.4789,17.055,0.0044,360
309,0.4725,-5.1184,0.528,15.898,0.0155,340
310,0.4267,-5.0965,0.5373,17.688,0.0072,270
311,0.4498,-3.9354,0.3998,13.625,0.0061,322
312,0.482,-4.5949,0.4535,17.562,0.0304,318
313,0.4413,-3.6128,0.3588,13.695,0.0475,349
314,0.4691,-4.3306,0.4607,15.422,0.0055,290
315,0.4948,-3.5754,0.3846,12.648,0.0088,359
316,0.5008,-5.28,0.5429,18.07,0.0105,393
317,0.4915,-3.7888,0.402,15.766,0.0046,332
318,0.4592,-4.4464,0.4675,18.086,0.0085,321
319,0.4772,-4.3198,0.4557,15.25,0.005,263
320,0.4763,-4.134,0.4201,15.336,0.0033,371
321,0.4655,-4.2687,0.4407,14.617,0.0069,359
322,0.4741,-3.799,0.4207,13.07,0.0179,290
323,0.4578,-4.3342,0.4662,15.141,0.0065,362
324,0.4811,-4.9337,0.4995,16.812,0.0077,416
325,0.4814,-5.332,0.538,15.492,0.0084,305
326,0.4797,-4.555,0.4796,18.016,0.0021,293
327,0.4937,-5.363,0.5412,20.281,0.0026,356
328,0.497,-3.2951,0.349,13.188,0.0014,281
329,0.5012,-4.7111,0.481,16.516,0.0128,404
330,0.5136,-3.959,0.4172,16.719,0.0036,298
331,0.492,-4.9756,0.5208,18.133,0.0071,283
332,0.4757,-4.9054,0.5128,17.734,0.0071,447
333,0.4739,-4.2381,0.4422,16.156,0.0278,306
334,0.4913,-4.4663,0.4702,17.43,0.0158,283
335,0.4815,-4.1811,0.4308,15.07,0.0256,332
336,0.4487,-4.4461,0.4411,17.133,0.0259,302
337,0.5104,-5.3536,0.5444,16.859,0.0297,287
338,0.5182,-3.2993,0.3571,12.148,0.0087,360
339,0.4798,-4.3041,0.4823,16.406,0.0257,299
340,0.4922,-6.7045,0.7008,22.562,0.0021,314
341,0.4841,-4.748,0.4751,15.109,0.0863,254
342,0.4789,-4.4434,0.4828,14.789,0.0065,293
343,0.4781,-3.7904,0.3909,15.508,0.0049,286
